App,Lingua,Valutazione,Utente,Data,Recensione
KitchenPal,EN,5,Kit A.,2023-07-23 06:13:41,We downloaded this app and started doing inventory in our kitchen. This app is the solution to all the headaches we were experiencing with our meal planning and shopping. From keeping inventory to making shopping lists to making and planning new meals. We quickly realized that this tool is worth the lifetime plan. We had an issue with our premium features not working. I sent an email to the support team and within minutes the issue was solved. I really would like to see a desktop version.
KitchenPal,EN,5,matthew fisher,2023-07-20 12:12:49,I enjoy using the app because it will help with organising and tidy
KitchenPal,EN,5,Victoria Stanford,2023-07-19 20:29:42,pretty good so far! Would be great if it syncs with Alexa like OurGroceries does
KitchenPal,EN,3,Esther Sayles,2023-07-11 17:15:18,"I am disappointed in the purchased version, as ""uploading your own recipes"" is misleading. You can only upload FULLY described recipes WITH an image and must wait for ""approval"" to use them...so they're not for helping you ensure you have ingredients on hand--they're for everyone to access. And you cannot customize available recipes, so if you don't want meat in your biscuit and gravy recipe then you'll always appear to missing that ingredient. I bought a year but it's not really what I want."
KitchenPal,EN,3,Zack Dwyer,2023-07-09 10:36:37,"It's works well but it desperately needs an option to create your own categories. Sub-categories would be useful as well, to allow for organising by shelf. As it is, while it helps me track my inventory, nothing is organised in a way that makes it easy to check on my items. Also needs a way to put in, say, one and a half of an item instead of only allowing halves if the quantity is one."
KitchenPal,EN,4,Lamar mills (Mythic Man),2023-07-08 12:27:56,"Absolutely great. Not only can I keep track of my pantry, but I could also cook with a step-by-step recipe, but can also update you pantry,l. worth the lifetime pass I paid"
KitchenPal,EN,5,Gareth O'Brien,2023-07-06 15:13:36,this is the handiest thing in the world. 33 bucks for life!?!? What a bargain!!
KitchenPal,EN,5,King Axl,2023-07-01 08:13:59,"Honestly a really great app. Scans every barcode, allows you to add your own, warns you for expiring items, recipes are well listed. My only complaint so far is poor specific text searching (couldn't find Capn Crunch cereal.) But not enough to knock down a star."
KitchenPal,EN,5,Michelle Fredricks,2023-06-29 07:39:08,The developers of this APP are super responsive. Outstanding customer service!
KitchenPal,EN,5,ZoLin Abdullah,2023-06-29 00:06:38,"INCREDIBLE APP, NO ADDS AND ITS FREE"
KitchenPal,EN,4,Victoria Arthur,2023-06-27 23:00:57,"Pretty solid, just change the meal planner part. in the south we like Chipped Beef Gravy (S.O.S) and it won't let me add a recipe now. it let me submit one it not make my own. much rather prefer to make my own recipe for meal planning. otherwise love the app and plan to purchase the lifetime part if I still love it in a month or two."
KitchenPal,EN,1,Jonathan Wilson,2023-06-24 21:44:14,Scanner didn't work
KitchenPal,EN,4,Emma Shearwood,2023-06-24 17:55:10,"I love the app, but it's a shame it makes you pay if you have more than like 45 items."
KitchenPal,EN,3,Brian Deal,2023-06-24 03:13:28,I get message that I have an expired item. When I get into the app It doesn't tell me what item is about to expire
KitchenPal,EN,5,omar burnett,2023-06-21 03:19:21,I just downloaded this app but I already know that's it's going to make a big difference in my household
KitchenPal,EN,5,Ahsanhassaan Hassaan,2023-06-12 21:25:15,good
KitchenPal,EN,5,Marko Jezernik,2023-06-03 07:22:23,awesome app so far. helps me organize my pantry and reduce waste. after the 100 initial scans I will definitely switch to paid plan.
KitchenPal,EN,4,Jess Chiasson,2023-05-26 04:33:26,"I love this app! The only thing I don't understand is why I never get notifications when something expires, I thought I selected the option for alerts in the app and in my phone settings am I missing something? Thanks for the help! Edit: thank you for the quick answer you guys are amazing!"
KitchenPal,EN,3,Stephen Norski,2023-05-21 18:07:02,"It's pretty good, but it needs way more recipes. I have a similar app that produces hundreds more recipes I can make simply because it is more flexible on the ingredient substitutions. And as someone else mentioned, having smoked paprika and regular paprika in my kitchen seems to confuse the app. Sometimes it pulls up one after I select the other. Weird and annoying things like that. Also the drag and drop in the kitchen is very difficult for me, it zooms past the tab I try to put it into."
KitchenPal,EN,5,athulya rajendran,2023-05-18 21:13:02,wonderful app
KitchenPal,EN,5,Patti Clark,2023-05-17 13:01:22,"I have really enjoyed using this app. It's a huge help in keeping my kitchen organized and cutting back on wasted food. When I had a customer service question, they were quick to respond and went the extra mile."
KitchenPal,EN,4,R.M. Robertson,2023-05-09 17:10:31,"Handy app, but could be improved by better categories / more dry and pantry good recognition. Not being able to move items between shopping lists directly is also a flaw (you can move them to your kitchen, then a different shopping list, but not directly between lists)."
KitchenPal,EN,4,E Swanson,2023-05-04 01:12:42,good so far
KitchenPal,EN,4,Jon Lewis,2023-05-02 06:56:38,"It's a solid app. The free version's not great but it's certainly enough for you to evaluate whether you want to shell out for the premium version. I'd do that but I'd REALLY like a webapp included on top of this. This is great for scanning and ""gathering"" your inventory but it's not so good for the sorting and manipulating that's better left to something with a real keyboard and a generous sized screen."
KitchenPal,EN,5,Cortney Moon,2023-05-02 04:18:14,Had a rocky start but the support team helped me out right away. Great app and even better support team.
KitchenPal,EN,2,Logan Starkey,2023-04-30 10:48:33,"Ok premise. unfortunately the recipe functionality requires dev review and ok of recipes, it does not allow you to have your own and ive had a recipe stuck on 'pending' for 30m. this app would be better if the recipes could be private and operate more like Papprika in that manner. I subd for premium only to then find out the poor recipe mngmt issue for custom recipes. uninstalling and looking for an alt app. Response to feedback: they suggest auto reviewing recipes which isn't the answer."
KitchenPal,EN,4,Emmanual White,2023-04-25 22:08:59,I love the app. Would like to see an option where I can add the fullness of an item. i.e box of say I have 2 and half of boxes. Or it can say how many servings are it when it scans. I asking for a more active tracking inventory
KitchenPal,EN,1,Andrew Sargent,2023-04-20 22:47:45,App doesn't have described functionality. You can not scan items without a premium subscription. Not very easy to navigate. I deleted app same day.
KitchenPal,EN,4,Loren Miller,2023-04-16 08:28:06,"Great idea, I was very happy to find this app, and it will be very useful. I think adding new recipes could be a personal thing, and not needing it to be overlooked and submitted so it only appears on your account app. Also, it would be great to be able to edit recipes for personal use. Not all fruits and veg are available in my country, so I switch out ingredients."
KitchenPal,EN,5,rahulsood81,2023-04-15 13:47:21,"this app lets users 1. create a virtual kitchen inventory with quantity 2. find recipes with the available ingredients 3. search and add items to your shopping list 4. finish shopping (update inventory) Advanced features include sharing a shopping list with your friends, upload new recipes and find items using voice n barcode search."
KitchenPal,EN,5,Jason Gonzales,2023-04-09 23:52:11,"The app is good. My only issue is that I bought the lifetime premium subscription so that my spouse and I could share the list. I shared my ""kitchen"" with my spouse and she can see the items, but it says she also has to pay an additional $30 to add anything. Update: Kitchen Pal reached out and walked me through the account linking process. Now the app is working just like I hoped it would. I appreciate their team being so proactive and helpful."
KitchenPal,EN,3,Marc De Loose,2023-04-08 14:08:50,Needs subdivivisions/drawers for freezers
KitchenPal,EN,3,Samira Duja,2023-04-06 04:40:06,"This is a great app but lacking functionality and practicality. Adding things to the pantry is fairly easy. The barcode scanner works great and what can't be scanned can be added manually. I'm giving it 3 stars for a few reasons: 1) They say it's free, but after a certain number of items, you have to pay to add capacity to the pantry. 2) If you try to add a recipe, there's a lot of measuring metrics missing i.e., no cups, tsp, or tbsp)."
